office,district,candidate,party,reporting_level,jurisdiction,votes
U.S. REPRESENTATIVE,1,GREGORY T. GUY,DEM,county,CEDAR,70
U.S. REPRESENTATIVE,1,BOB SIMPSON,DEM,county,CEDAR,92
U.S. REPRESENTATIVE,1,SCATTERING,DEM,county,CEDAR,0
U.S. REPRESENTATIVE,1,TOTALS,DEM,county,CEDAR,162
U.S. REPRESENTATIVE,1,JIM LEACH,REP,county,CEDAR,291
U.S. REPRESENTATIVE,1,SCATTERING,REP,county,CEDAR,3
U.S. REPRESENTATIVE,1,TOTALS,REP,county,CEDAR,294
U.S. REPRESENTATIVE,1,GREGORY T. GUY,DEM,county,CLINTON,310
U.S. REPRESENTATIVE,1,BOB SIMPSON,DEM,county,CLINTON,523
U.S. REPRESENTATIVE,1,SCATTERING,DEM,county,CLINTON,4
U.S. REPRESENTATIVE,1,TOTALS,DEM,county,CLINTON,837
U.S. REPRESENTATIVE,1,JIM LEACH,REP,county,CLINTON,1221
U.S. REPRESENTATIVE,1,SCATTERING,REP,county,CLINTON,2
U.S. REPRESENTATIVE,1,TOTALS,REP,county,CLINTON,1223
U.S. REPRESENTATIVE,1,GREGORY T. GUY,DEM,county,JOHNSON,1291
U.S. REPRESENTATIVE,1,BOB SIMPSON,DEM,county,JOHNSON,3299
U.S. REPRESENTATIVE,1,SCATTERING,DEM,county,JOHNSON,40
U.S. REPRESENTATIVE,1,TOTALS,DEM,county,JOHNSON,4630
U.S. REPRESENTATIVE,1,JIM LEACH,REP,county,JOHNSON,805
U.S. REPRESENTATIVE,1,SCATTERING,REP,county,JOHNSON,4
U.S. REPRESENTATIVE,1,TOTALS,REP,county,JOHNSON,809
U.S. REPRESENTATIVE,1,GREGORY T. GUY,DEM,county,JONES,121
U.S. REPRESENTATIVE,1,BOB SIMPSON,DEM,county,JONES,174
U.S. REPRESENTATIVE,1,SCATTERING,DEM,county,JONES,1
U.S. REPRESENTATIVE,1,TOTALS,DEM,county,JONES,296
U.S. REPRESENTATIVE,1,JIM LEACH,REP,county,JONES,344
U.S. REPRESENTATIVE,1,SCATTERING,REP,county,JONES,3
U.S. REPRESENTATIVE,1,TOTALS,REP,county,JONES,347
U.S. REPRESENTATIVE,1,GREGORY T. GUY,DEM,county,LINN,597
U.S. REPRESENTATIVE,1,BOB SIMPSON,DEM,county,LINN,942
U.S. REPRESENTATIVE,1,SCATTERING,DEM,county,LINN,17
U.S. REPRESENTATIVE,1,TOTALS,DEM,county,LINN,1556
U.S. REPRESENTATIVE,1,JIM LEACH,REP,county,LINN,3380
U.S. REPRESENTATIVE,1,SCATTERING,REP,county,LINN,31
U.S. REPRESENTATIVE,1,TOTALS,REP,county,LINN,3411
U.S. REPRESENTATIVE,1,GREGORY T. GUY,DEM,county,LOUISA,42
U.S. REPRESENTATIVE,1,BOB SIMPSON,DEM,county,LOUISA,108
U.S. REPRESENTATIVE,1,SCATTERING,DEM,county,LOUISA,0
U.S. REPRESENTATIVE,1,TOTALS,DEM,county,LOUISA,150
U.S. REPRESENTATIVE,1,JIM LEACH,REP,county,LOUISA,660
U.S. REPRESENTATIVE,1,SCATTERING,REP,county,LOUISA,0
U.S. REPRESENTATIVE,1,TOTALS,REP,county,LOUISA,660
U.S. REPRESENTATIVE,1,GREGORY T. GUY,DEM,county,MUSCATINE,130
U.S. REPRESENTATIVE,1,BOB SIMPSON,DEM,county,MUSCATINE,182
U.S. REPRESENTATIVE,1,SCATTERING,DEM,county,MUSCATINE,8
U.S. REPRESENTATIVE,1,TOTALS,DEM,county,MUSCATINE,320
U.S. REPRESENTATIVE,1,JIM LEACH,REP,county,MUSCATINE,2625
U.S. REPRESENTATIVE,1,SCATTERING,REP,county,MUSCATINE,12
U.S. REPRESENTATIVE,1,TOTALS,REP,county,MUSCATINE,2637
U.S. REPRESENTATIVE,1,GREGORY T. GUY,DEM,county,SCOTT,592
U.S. REPRESENTATIVE,1,BOB SIMPSON,DEM,county,SCOTT,545
U.S. REPRESENTATIVE,1,SCATTERING,DEM,county,SCOTT,16
U.S. REPRESENTATIVE,1,TOTALS,DEM,county,SCOTT,1153
U.S. REPRESENTATIVE,1,JIM LEACH,REP,county,SCOTT,2684
U.S. REPRESENTATIVE,1,SCATTERING,REP,county,SCOTT,36
U.S. REPRESENTATIVE,1,TOTALS,REP,county,SCOTT,2720
U.S. REPRESENTATIVE,1,GREGORY T. GUY,DEM,county,TOTALS,3153
U.S. REPRESENTATIVE,1,BOB SIMPSON,DEM,county,TOTALS,5865
U.S. REPRESENTATIVE,1,SCATTERING,DEM,county,TOTALS,86
U.S. REPRESENTATIVE,1,TOTALS,DEM,county,TOTALS,9104
U.S. REPRESENTATIVE,1,JIM LEACH,REP,county,TOTALS,12010
U.S. REPRESENTATIVE,1,SCATTERING,REP,county,TOTALS,91
U.S. REPRESENTATIVE,1,TOTALS,REP,county,TOTALS,12101
U.S. REPRESENTATATIVE,2,DONNA L. SMITH,DEM,county,ALLAMAKEE,152
U.S. REPRESENTATATIVE,2,SCATTERING,DEM,county,ALLAMAKEE,1
U.S. REPRESENTATATIVE,2,TOTALS,DEM,county,ALLAMAKEE,153
U.S. REPRESENTATATIVE,2,JIM NUSSLE,REP,county,ALLAMAKEE,1442
U.S. REPRESENTATATIVE,2,SCATTERING,REP,county,ALLAMAKEE,12
U.S. REPRESENTATATIVE,2,TOTALS,REP,county,ALLAMAKEE,1454
U.S. REPRESENTATATIVE,2,DONNA L. SMITH,DEM,county,BENTON,371
U.S. REPRESENTATATIVE,2,SCATTERING,DEM,county,BENTON,1
U.S. REPRESENTATATIVE,2,TOTALS,DEM,county,BENTON,372
U.S. REPRESENTATATIVE,2,JIM NUSSLE,REP,county,BENTON,304
U.S. REPRESENTATATIVE,2,SCATTERING,REP,county,BENTON,3
U.S. REPRESENTATATIVE,2,TOTALS,REP,county,BENTON,307
U.S. REPRESENTATATIVE,2,DONNA L. SMITH,DEM,county,BLACK HAWK,1482
U.S. REPRESENTATATIVE,2,SCATTERING,DEM,county,BLACK HAWK,10
U.S. REPRESENTATATIVE,2,TOTALS,DEM,county,BLACK HAWK,1492
U.S. REPRESENTATATIVE,2,JIM NUSSLE,REP,county,BLACK HAWK,2506
U.S. REPRESENTATATIVE,2,SCATTERING,REP,county,BLACK HAWK,18
U.S. REPRESENTATATIVE,2,TOTALS,REP,county,BLACK HAWK,2524
U.S. REPRESENTATATIVE,2,DONNA L. SMITH,DEM,county,BREMER,195
U.S. REPRESENTATATIVE,2,SCATTERING,DEM,county,BREMER,1
