office,district,candidate,party,reporting_level,jurisdiction,votes
Governor,,Chet Culver/Patty Judge,,county,Adair,1147
Governor,,Terry E. Branstad/Kim Reynolds,,county,Adair,1799
Governor,,Jonathan Narcisse/Richard Marlar,,county,Adair,75
Governor,,Eric Cooper/Nick Weltha,,county,Adair,35
Governor,,David Rosenfeld/Helen Meyers,,county,Adair,4
Governor,,Gregory James Hughes/Robin Prior-Calef,,county,Adair,15
Governor,,Write-in,,county,Adair,15
Governor,,Over Votes,,county,Adair,3
Governor,,Under Votes,,county,Adair,29
Governor,,Total,,county,Adair,3122
Governor,,Chet Culver/Patty Judge,,county,Adams,571
Governor,,Terry E. Branstad/Kim Reynolds,,county,Adams,1077
Governor,,Jonathan Narcisse/Richard Marlar,,county,Adams,55
Governor,,Eric Cooper/Nick Weltha,,county,Adams,33
Governor,,David Rosenfeld/Helen Meyers,,county,Adams,6
Governor,,Gregory James Hughes/Robin Prior-Calef,,county,Adams,11
Governor,,Write-in,,county,Adams,3
Governor,,Over Votes,,county,Adams,0
Governor,,Under Votes,,county,Adams,24
Governor,,Total,,county,Adams,1780
Governor,,Chet Culver/Patty Judge,,county,Allamakee,2212
Governor,,Terry E. Branstad/Kim Reynolds,,county,Allamakee,2966
Governor,,Jonathan Narcisse/Richard Marlar,,county,Allamakee,38
Governor,,Eric Cooper/Nick Weltha,,county,Allamakee,86
Governor,,David Rosenfeld/Helen Meyers,,county,Allamakee,12
Governor,,Gregory James Hughes/Robin Prior-Calef,,county,Allamakee,19
Governor,,Write-in,,county,Allamakee,4
Governor,,Over Votes,,county,Allamakee,1
Governor,,Under Votes,,county,Allamakee,74
Governor,,Total,,county,Allamakee,5412
Governor,,Chet Culver/Patty Judge,,county,Appanoose,1553
Governor,,Terry E. Branstad/Kim Reynolds,,county,Appanoose,2809
Governor,,Jonathan Narcisse/Richard Marlar,,county,Appanoose,149
Governor,,Eric Cooper/Nick Weltha,,county,Appanoose,70
Governor,,David Rosenfeld/Helen Meyers,,county,Appanoose,16
Governor,,Gregory James Hughes/Robin Prior-Calef,,county,Appanoose,12
Governor,,Write-in,,county,Appanoose,13
Governor,,Over Votes,,county,Appanoose,1
Governor,,Under Votes,,county,Appanoose,39
Governor,,Total,,county,Appanoose,4662
Governor,,Chet Culver/Patty Judge,,county,Audubon,1064
Governor,,Terry E. Branstad/Kim Reynolds,,county,Audubon,1592
Governor,,Jonathan Narcisse/Richard Marlar,,county,Audubon,39
Governor,,Eric Cooper/Nick Weltha,,county,Audubon,26
Governor,,David Rosenfeld/Helen Meyers,,county,Audubon,7
Governor,,Gregory James Hughes/Robin Prior-Calef,,county,Audubon,15
Governor,,Write-in,,county,Audubon,9
Governor,,Over Votes,,county,Audubon,0
Governor,,Under Votes,,county,Audubon,46
Governor,,Total,,county,Audubon,2798
Governor,,Chet Culver/Patty Judge,,county,Benton,4100
Governor,,Terry E. Branstad/Kim Reynolds,,county,Benton,5534
Governor,,Jonathan Narcisse/Richard Marlar,,county,Benton,154
Governor,,Eric Cooper/Nick Weltha,,county,Benton,130
Governor,,David Rosenfeld/Helen Meyers,,county,Benton,34
Governor,,Gregory James Hughes/Robin Prior-Calef,,county,Benton,55
Governor,,Write-in,,county,Benton,19
Governor,,Over Votes,,county,Benton,9
Governor,,Under Votes,,county,Benton,56
Governor,,Total,,county,Benton,10091
Governor,,Chet Culver/Patty Judge,,county,Black Hawk,22720
Governor,,Terry E. Branstad/Kim Reynolds,,county,Black Hawk,21355
Governor,,Jonathan Narcisse/Richard Marlar,,county,Black Hawk,499
Governor,,Eric Cooper/Nick Weltha,,county,Black Hawk,500
Governor,,David Rosenfeld/Helen Meyers,,county,Black Hawk,113
Governor,,Gregory James Hughes/Robin Prior-Calef,,county,Black Hawk,105
Governor,,Write-in,,county,Black Hawk,61
Governor,,Over Votes,,county,Black Hawk,12
Governor,,Under Votes,,county,Black Hawk,296
Governor,,Total,,county,Black Hawk,45661
Governor,,Chet Culver/Patty Judge,,county,Boone,4718
Governor,,Terry E. Branstad/Kim Reynolds,,county,Boone,5537
Governor,,Jonathan Narcisse/Richard Marlar,,county,Boone,303
Governor,,Eric Cooper/Nick Weltha,,county,Boone,154
Governor,,David Rosenfeld/Helen Meyers,,county,Boone,12
Governor,,Gregory James Hughes/Robin Prior-Calef,,county,Boone,20
Governor,,Write-in,,county,Boone,47
Governor,,Over Votes,,county,Boone,7
Governor,,Under Votes,,county,Boone,92
Governor,,Total,,county,Boone,10890
Governor,,Chet Culver/Patty Judge,,county,Bremer,4088
