office,district,candidate,party,reporting_level,jurisdiction,votes
State Senator,01,Rick Mullin,,county,Woodbury,7359
State Senator,01,Rick Bertrand,,county,Woodbury,7581
State Senator,01,Write-in,,county,Woodbury,18
State Senator,01,Over Votes,,county,Woodbury,7
State Senator,01,Under Votes,,county,Woodbury,364
State Senator,01,Total,,county,Woodbury,15329
State Senator,01,Rick Mullin,,county,Grand Totals,7359
State Senator,01,Rick Bertrand,,county,Grand Totals,7581
State Senator,01,Write-in,,county,Grand Totals,18
State Senator,01,Over Votes,,county,Grand Totals,7
State Senator,01,Under Votes,,county,Grand Totals,364
State Senator,01,Total,,county,Grand Totals,15329
State Senator,03,David Johnson,,county,Clay,4515
State Senator,03,Write-in,,county,Clay,31
State Senator,03,Over Votes,,county,Clay,1
State Senator,03,Under Votes,,county,Clay,1291
State Senator,03,Total,,county,Clay,5838
State Senator,03,David Johnson,,county,Dickinson,5631
State Senator,03,Write-in,,county,Dickinson,46
State Senator,03,Over Votes,,county,Dickinson,0
State Senator,03,Under Votes,,county,Dickinson,1654
State Senator,03,Total,,county,Dickinson,7331
State Senator,03,David Johnson,,county,O'Brien,4627
State Senator,03,Write-in,,county,O'Brien,24
State Senator,03,Over Votes,,county,O'Brien,0
State Senator,03,Under Votes,,county,O'Brien,903
State Senator,03,Total,,county,O'Brien,5554
State Senator,03,David Johnson,,county,Osceola,2159
State Senator,03,Write-in,,county,Osceola,14
State Senator,03,Over Votes,,county,Osceola,0
State Senator,03,Under Votes,,county,Osceola,323
State Senator,03,Total,,county,Osceola,2496
State Senator,03,David Johnson,,county,Sioux,838
State Senator,03,Write-in,,county,Sioux,1
State Senator,03,Over Votes,,county,Sioux,0
State Senator,03,Under Votes,,county,Sioux,151
State Senator,03,Total,,county,Sioux,990
State Senator,03,David Johnson,,county,Grand Totals,17770
State Senator,03,Write-in,,county,Grand Totals,116
State Senator,03,Over Votes,,county,Grand Totals,1
State Senator,03,Under Votes,,county,Grand Totals,4322
State Senator,03,Total,,county,Grand Totals,22209
State Senator,05,Rich Olive,,county,Franklin,10
State Senator,05,Robert Bacon,,county,Franklin,7
State Senator,05,Write-in,,county,Franklin,0
State Senator,05,Over Votes,,county,Franklin,0
State Senator,05,Under Votes,,county,Franklin,1
State Senator,05,Total,,county,Franklin,18
State Senator,05,Rich Olive,,county,Hamilton,3041
State Senator,05,Robert Bacon,,county,Hamilton,3099
State Senator,05,Write-in,,county,Hamilton,5
State Senator,05,Over Votes,,county,Hamilton,0
State Senator,05,Under Votes,,county,Hamilton,153
State Senator,05,Total,,county,Hamilton,6298
State Senator,05,Rich Olive,,county,Story,4969
State Senator,05,Robert Bacon,,county,Story,6305
State Senator,05,Write-in,,county,Story,12
State Senator,05,Over Votes,,county,Story,0
State Senator,05,Under Votes,,county,Story,325
State Senator,05,Total,,county,Story,11611
State Senator,05,Rich Olive,,county,Webster,331
State Senator,05,Robert Bacon,,county,Webster,348
State Senator,05,Write-in,,county,Webster,0
State Senator,05,Over Votes,,county,Webster,0
State Senator,05,Under Votes,,county,Webster,26
State Senator,05,Total,,county,Webster,705
State Senator,05,Rich Olive,,county,Wright,2159
State Senator,05,Robert Bacon,,county,Wright,2609
State Senator,05,Write-in,,county,Wright,2
State Senator,05,Over Votes,,county,Wright,0
State Senator,05,Under Votes,,county,Wright,170
State Senator,05,Total,,county,Wright,4940
State Senator,05,Rich Olive,,county,Grand Totals,10510
State Senator,05,Robert Bacon,,county,Grand Totals,12368
State Senator,05,Write-in,,county,Grand Totals,19
State Senator,05,Over Votes,,county,Grand Totals,0
State Senator,05,Under Votes,,county,Grand Totals,675
State Senator,05,Total,,county,Grand Totals,23572
State Senator,07,Amanda Ragan,,county,Cerro Gordo,6832
State Senator,07,James Mills,,county,Cerro Gordo,3897
State Senator,07,Write-in,,county,Cerro Gordo,10
State Senator,07,Over Votes,,county,Cerro Gordo,2
State Senator,07,Under Votes,,county,Cerro Gordo,109
State Senator,07,Total,,county,Cerro Gordo,10850
State Senator,07,Amanda Ragan,,county,Floyd,3535
State Senator,07,James Mills,,county,Floyd,2516
State Senator,07,Write-in,,county,Floyd,4
State Senator,07,Over Votes,,county,Floyd,0
State Senator,07,Under Votes,,county,Floyd,92
State Senator,07,Total,,county,Floyd,6147
State Senator,07,Amanda Ragan,,county,Howard,61
State Senator,07,James Mills,,county,Howard,45
State Senator,07,Write-in,,county,Howard,0
State Senator,07,Over Votes,,county,Howard,0
State Senator,07,Under Votes,,county,Howard,1
State Senator,07,Total,,county,Howard,107
State Senator,07,Amanda Ragan,,county,Mitchell,2480
State Senator,07,James Mills,,county,Mitchell,1994
State Senator,07,Write-in,,county,Mitchell,1
State Senator,07,Over Votes,,county,Mitchell,0
State Senator,07,Under Votes,,county,Mitchell,86
State Senator,07,Total,,county,Mitchell,4561
State Senator,07,Amanda Ragan,,county,Grand Totals,12908
State Senator,07,James Mills,,county,Grand Totals,8452
State Senator,07,Write-in,,county,Grand Totals,15
State Senator,07,Over Votes,,county,Grand Totals,2
State Senator,07,Under Votes,,county,Grand Totals,288
State Senator,07,Total,,county,Grand Totals,21665
State Senator,09,William M. Heckroth,,county,Black Hawk,461
State Senator,09,Bill Dix,,county,Black Hawk,800
State Senator,09,Write-in,,county,Black Hawk,3
State Senator,09,Over Votes,,county,Black Hawk,1
State Senator,09,Under Votes,,county,Black Hawk,40
State Senator,09,Total,,county,Black Hawk,1305
State Senator,09,William M. Heckroth,,county,Bremer,4303
State Senator,09,Bill Dix,,county,Bremer,5493
State Senator,09,Write-in,,county,Bremer,4
State Senator,09,Over Votes,,county,Bremer,0
State Senator,09,Under Votes,,county,Bremer,116
State Senator,09,Total,,county,Bremer,9916
State Senator,09,William M. Heckroth,,county,Butler,1874
State Senator,09,Bill Dix,,county,Butler,3798
State Senator,09,Write-in,,county,Butler,8
State Senator,09,Over Votes,,county,Butler,0
State Senator,09,Under Votes,,county,Butler,68
State Senator,09,Total,,county,Butler,5748
State Senator,09,William M. Heckroth,,county,Fayette,2967
State Senator,09,Bill Dix,,county,Fayette,3098
State Senator,09,Write-in,,county,Fayette,7
