office,district,candidate,party,reporting_level,jurisdiction,votes
Governor,,CHET CULVER / PATTY JUDGE,Democrat,county,Adair,1557
Governor,,NUSSLE / VANDER PLAATS,Republican,county,Adair,1430
Governor,,BARTH / JOHNSON,Iowa Green,county,Adair,18
Governor,,LITTEN / NELSON,Libertarian,county,Adair,18
Governor,,MARTIN / DWIRE,Socialist Workers,county,Adair,6
Governor,,OVER VOTES,,county,Adair,4
Governor,,UNDER VOTES,,county,Adair,63
Governor,,SCATTERING,,county,Adair,8
Governor,,TOTAL,,county,Adair,3104
Governor,,CHET CULVER / PATTY JUDGE,Democrat,county,Adams,825
Governor,,NUSSLE / VANDER PLAATS,Republican,county,Adams,797
Governor,,BARTH / JOHNSON,Iowa Green,county,Adams,19
Governor,,LITTEN / NELSON,Libertarian,county,Adams,17
Governor,,MARTIN / DWIRE,Socialist Workers,county,Adams,4
Governor,,OVER VOTES,,county,Adams,0
Governor,,UNDER VOTES,,county,Adams,0
Governor,,SCATTERING,,county,Adams,3
Governor,,TOTAL,,county,Adams,1665
Governor,,CHET CULVER / PATTY JUDGE,Democrat,county,Allamakee,2639
Governor,,NUSSLE / VANDER PLAATS,Republican,county,Allamakee,2128
Governor,,BARTH / JOHNSON,Iowa Green,county,Allamakee,43
Governor,,LITTEN / NELSON,Libertarian,county,Allamakee,25
Governor,,MARTIN / DWIRE,Socialist Workers,county,Allamakee,12
Governor,,OVER VOTES,,county,Allamakee,6
Governor,,UNDER VOTES,,county,Allamakee,0
Governor,,SCATTERING,,county,Allamakee,3
Governor,,TOTAL,,county,Allamakee,4856
Governor,,CHET CULVER / PATTY JUDGE,Democrat,county,Appanoose,2466
Governor,,NUSSLE / VANDER PLAATS,Republican,county,Appanoose,1931
Governor,,BARTH / JOHNSON,Iowa Green,county,Appanoose,29
Governor,,LITTEN / NELSON,Libertarian,county,Appanoose,31
Governor,,MARTIN / DWIRE,Socialist Workers,county,Appanoose,11
Governor,,OVER VOTES,,county,Appanoose,3
Governor,,UNDER VOTES,,county,Appanoose,0
Governor,,SCATTERING,,county,Appanoose,9
Governor,,TOTAL,,county,Appanoose,4480
Governor,,CHET CULVER / PATTY JUDGE,Democrat,county,Audubon,1274
Governor,,NUSSLE / VANDER PLAATS,Republican,county,Audubon,1159
Governor,,BARTH / JOHNSON,Iowa Green,county,Audubon,16
Governor,,LITTEN / NELSON,Libertarian,county,Audubon,10
Governor,,MARTIN / DWIRE,Socialist Workers,county,Audubon,5
Governor,,OVER VOTES,,county,Audubon,0
