office,district,candidate,party,reporting_level,jurisdiction,votes
Governor,,Tom Vilsack,Democratic,county,ADAIR,125
Governor,,Write-In Votes,Democratic,county,ADAIR,1
Governor,,Totals,Democratic,county,ADAIR,126
Governor,,Tom Vilsack,Democratic,county,ADAMS,181
Governor,,Write-In Votes,Democratic,county,ADAMS,4
Governor,,Totals,Democratic,county,ADAMS,185
Governor,,Tom Vilsack,Democratic,county,ALLAMAKEE,180
Governor,,Write-In Votes,Democratic,county,ALLAMAKEE,3
Governor,,Totals,Democratic,county,ALLAMAKEE,183
Governor,,Tom Vilsack,Democratic,county,APPANOOSE,348
Governor,,Write-In Votes,Democratic,county,APPANOOSE,0
Governor,,Totals,Democratic,county,APPANOOSE,348
Governor,,Tom Vilsack,Democratic,county,AUDUBON,137
Governor,,Write-In Votes,Democratic,county,AUDUBON,0
Governor,,Totals,Democratic,county,AUDUBON,137
Governor,,Tom Vilsack,Democratic,county,BENTON,560
Governor,,Write-In Votes,Democratic,county,BENTON,11
Governor,,Totals,Democratic,county,BENTON,571
Governor,,Tom Vilsack,Democratic,county,BLACK HAWK,4625
Governor,,Write-In Votes,Democratic,county,BLACK HAWK,72
Governor,,Totals,Democratic,county,BLACK HAWK,4697
Governor,,Tom Vilsack,Democratic,county,BOONE,853
Governor,,Write-In Votes,Democratic,county,BOONE,12
Governor,,Totals,Democratic,county,BOONE,865
Governor,,Tom Vilsack,Democratic,county,BREMER,427
Governor,,Write-In Votes,Democratic,county,BREMER,9
Governor,,Totals,Democratic,county,BREMER,436
Governor,,Tom Vilsack,Democratic,county,BUCHANAN,826
Governor,,Write-In Votes,Democratic,county,BUCHANAN,14
Governor,,Totals,Democratic,county,BUCHANAN,840
Governor,,Tom Vilsack,Democratic,county,BUENA VISTA,248
Governor,,Write-In Votes,Democratic,county,BUENA VISTA,5
Governor,,Totals,Democratic,county,BUENA VISTA,253
Governor,,Tom Vilsack,Democratic,county,BUTLER,221
Governor,,Write-In Votes,Democratic,county,BUTLER,5
Governor,,Totals,Democratic,county,BUTLER,226
Governor,,Tom Vilsack,Democratic,county,CALHOUN,238
Governor,,Write-In Votes,Democratic,county,CALHOUN,0
Governor,,Totals,Democratic,county,CALHOUN,238
Governor,,Tom Vilsack,Democratic,county,CARROLL,302
Governor,,Write-In Votes,Democratic,county,CARROLL,7
Governor,,Totals,Democratic,county,CARROLL,309
Governor,,Tom Vilsack,Democratic,county,CASS,309
Governor,,Write-In Votes,Democratic,county,CASS,4
Governor,,Totals,Democratic,county,CASS,313
Governor,,Tom Vilsack,Democratic,county,CEDAR,188
Governor,,Write-In Votes,Democratic,county,CEDAR,4
Governor,,Totals,Democratic,county,CEDAR,192
Governor,,Tom Vilsack,Democratic,county,CERRO GORDO,1328
Governor,,Write-In Votes,Democratic,county,CERRO GORDO,42
Governor,,Totals,Democratic,county,CERRO GORDO,1370
Governor,,Tom Vilsack,Democratic,county,CHEROKEE,211
Governor,,Write-In Votes,Democratic,county,CHEROKEE,2
Governor,,Totals,Democratic,county,CHEROKEE,213
Governor,,Tom Vilsack,Democratic,county,CHICKASAW,326
Governor,,Write-In Votes,Democratic,county,CHICKASAW,6
Governor,,Totals,Democratic,county,CHICKASAW,332
Governor,,Tom Vilsack,Democratic,county,CLARKE,511
Governor,,Write-In Votes,Democratic,county,CLARKE,3
Governor,,Totals,Democratic,county,CLARKE,514
Governor,,Tom Vilsack,Democratic,county,CLAY,192
Governor,,Write-In Votes,Democratic,county,CLAY,5
Governor,,Totals,Democratic,county,CLAY,197
Governor,,Tom Vilsack,Democratic,county,CLAYTON,515
Governor,,Write-In Votes,Democratic,county,CLAYTON,2
Governor,,Totals,Democratic,county,CLAYTON,517
Governor,,Tom Vilsack,Democratic,county,CLINTON,1121
Governor,,Write-In Votes,Democratic,county,CLINTON,8
Governor,,Totals,Democratic,county,CLINTON,1129
Governor,,Tom Vilsack,Democratic,county,CRAWFORD,294
Governor,,Write-In Votes,Democratic,county,CRAWFORD,0
Governor,,Totals,Democratic,county,CRAWFORD,294
Governor,,Tom Vilsack,Democratic,county,DALLAS,702
Governor,,Write-In Votes,Democratic,county,DALLAS,11
Governor,,Totals,Democratic,county,DALLAS,713
Governor,,Tom Vilsack,Democratic,county,DAVIS,906
Governor,,Write-In Votes,Democratic,county,DAVIS,4
Governor,,Totals,Democratic,county,DAVIS,910
Governor,,Tom Vilsack,Democratic,county,DECATUR,234
Governor,,Write-In Votes,Democratic,county,DECATUR,5
Governor,,Totals,Democratic,county,DECATUR,239
Governor,,Tom Vilsack,Democratic,county,DELAWARE,231
Governor,,Write-In Votes,Democratic,county,DELAWARE,0
Governor,,Totals,Democratic,county,DELAWARE,231
Governor,,Tom Vilsack,Democratic,county,DES MOINES,1651
Governor,,Write-In Votes,Democratic,county,DES MOINES,17
Governor,,Totals,Democratic,county,DES MOINES,1668
Governor,,Tom Vilsack,Democratic,county,DICKINSON,805
Governor,,Write-In Votes,Democratic,county,DICKINSON,5
Governor,,Totals,Democratic,county,DICKINSON,810
Governor,,Tom Vilsack,Democratic,county,DUBUQUE,4073
Governor,,Write-In Votes,Democratic,county,DUBUQUE,45
Governor,,Totals,Democratic,county,DUBUQUE,4118
Governor,,Tom Vilsack,Democratic,county,EMMET,166
Governor,,Write-In Votes,Democratic,county,EMMET,0
Governor,,Totals,Democratic,county,EMMET,166
Governor,,Tom Vilsack,Democratic,county,FAYETTE,556
Governor,,Write-In Votes,Democratic,county,FAYETTE,1
Governor,,Totals,Democratic,county,FAYETTE,557
Governor,,Tom Vilsack,Democratic,county,FLOYD,170
Governor,,Write-In Votes,Democratic,county,FLOYD,4
Governor,,Totals,Democratic,county,FLOYD,174
Governor,,Tom Vilsack,Democratic,county,FRANKLIN,235
Governor,,Write-In Votes,Democratic,county,FRANKLIN,14
Governor,,Totals,Democratic,county,FRANKLIN,249
Governor,,Tom Vilsack,Democratic,county,FREMONT,166
Governor,,Write-In Votes,Democratic,county,FREMONT,2
Governor,,Totals,Democratic,county,FREMONT,168
Governor,,Tom Vilsack,Democratic,county,GREENE,342
Governor,,Write-In Votes,Democratic,county,GREENE,2
Governor,,Totals,Democratic,county,GREENE,344
Governor,,Tom Vilsack,Democratic,county,GRUNDY,126
Governor,,Write-In Votes,Democratic,county,GRUNDY,2
Governor,,Totals,Democratic,county,GRUNDY,128
Governor,,Tom Vilsack,Democratic,county,GUTHRIE,185
Governor,,Write-In Votes,Democratic,county,GUTHRIE,4
Governor,,Totals,Democratic,county,GUTHRIE,189
Governor,,Tom Vilsack,Democratic,county,HAMILTON,309
Governor,,Write-In Votes,Democratic,county,HAMILTON,3
Governor,,Totals,Democratic,county,HAMILTON,312
Governor,,Tom Vilsack,Democratic,county,HANCOCK,175
Governor,,Write-In Votes,Democratic,county,HANCOCK,3
Governor,,Totals,Democratic,county,HANCOCK,178
Governor,,Tom Vilsack,Democratic,county,HARDIN,262
Governor,,Write-In Votes,Democratic,county,HARDIN,7
Governor,,Totals,Democratic,county,HARDIN,269
Governor,,Tom Vilsack,Democratic,county,HARRISON,220
Governor,,Write-In Votes,Democratic,county,HARRISON,3
Governor,,Totals,Democratic,county,HARRISON,223
Governor,,Tom Vilsack,Democratic,county,HENRY,181
Governor,,Write-In Votes,Democratic,county,HENRY,3
Governor,,Totals,Democratic,county,HENRY,184
Governor,,Tom Vilsack,Democratic,county,HOWARD,145
Governor,,Write-In Votes,Democratic,county,HOWARD,6
Governor,,Totals,Democratic,county,HOWARD,151
Governor,,Tom Vilsack,Democratic,county,HUMBOLDT,150
Governor,,Write-In Votes,Democratic,county,HUMBOLDT,2
Governor,,Totals,Democratic,county,HUMBOLDT,152
Governor,,Tom Vilsack,Democratic,county,IDA,125
Governor,,Write-In Votes,Democratic,county,IDA,0
Governor,,Totals,Democratic,county,IDA,125
Governor,,Tom Vilsack,Democratic,county,IOWA,196
Governor,,Write-In Votes,Democratic,county,IOWA,0
Governor,,Totals,Democratic,county,IOWA,196
Governor,,Tom Vilsack,Democratic,county,JACKSON,790
Governor,,Write-In Votes,Democratic,county,JACKSON,1
Governor,,Totals,Democratic,county,JACKSON,791
Governor,,Tom Vilsack,Democratic,county,JASPER,2187
Governor,,Write-In Votes,Democratic,county,JASPER,13
Governor,,Totals,Democratic,county,JASPER,2200
Governor,,Tom Vilsack,Democratic,county,JEFFERSON,153
Governor,,Write-In Votes,Democratic,county,JEFFERSON,1
Governor,,Totals,Democratic,county,JEFFERSON,154
Governor,,Tom Vilsack,Democratic,county,JOHNSON,908
Governor,,Write-In Votes,Democratic,county,JOHNSON,11
Governor,,Totals,Democratic,county,JOHNSON,919
Governor,,Tom Vilsack,Democratic,county,JONES,390
Governor,,Write-In Votes,Democratic,county,JONES,7
Governor,,Totals,Democratic,county,JONES,397
Governor,,Tom Vilsack,Democratic,county,KEOKUK,239
Governor,,Write-In Votes,Democratic,county,KEOKUK,0
Governor,,Totals,Democratic,county,KEOKUK,239
Governor,,Tom Vilsack,Democratic,county,KOSSUTH,1276
Governor,,Write-In Votes,Democratic,county,KOSSUTH,15
Governor,,Totals,Democratic,county,KOSSUTH,1291
Governor,,Tom Vilsack,Democratic,county,LEE,3039
Governor,,Write-In Votes,Democratic,county,LEE,24
Governor,,Totals,Democratic,county,LEE,3063
Governor,,Tom Vilsack,Democratic,county,LINN,3241
Governor,,Write-In Votes,Democratic,county,LINN,64
Governor,,Totals,Democratic,county,LINN,3305
Governor,,Tom Vilsack,Democratic,county,LOUISA,124
Governor,,Write-In Votes,Democratic,county,LOUISA,2
Governor,,Totals,Democratic,county,LOUISA,126
Governor,,Tom Vilsack,Democratic,county,LUCAS,106
Governor,,Write-In Votes,Democratic,county,LUCAS,1
Governor,,Totals,Democratic,county,LUCAS,107
Governor,,Tom Vilsack,Democratic,county,LYON,142
Governor,,Write-In Votes,Democratic,county,LYON,2
Governor,,Totals,Democratic,county,LYON,144
Governor,,Tom Vilsack,Democratic,county,MADISON,543
Governor,,Write-In Votes,Democratic,county,MADISON,11
Governor,,Totals,Democratic,county,MADISON,554
Governor,,Tom Vilsack,Democratic,county,MAHASKA,191
Governor,,Write-In Votes,Democratic,county,MAHASKA,1
Governor,,Totals,Democratic,county,MAHASKA,192
Governor,,Tom Vilsack,Democratic,county,MARION,737
Governor,,Write-In Votes,Democratic,county,MARION,12
Governor,,Totals,Democratic,county,MARION,749
