county,precinct,office,district,party,candidate,votes,absentee,election_day
Monona,AS-BV-CN-CS-KB-TU,U.S. Senate,,DEM,Michael Franken,75,41,34
Monona,CP-MA-MT,U.S. Senate,,DEM,Michael Franken,167,56,111
Monona,FV-GT-LK-LN-RO-WT-WF,U.S. Senate,,DEM,Michael Franken,128,45,83
Monona,JO-MH-SO-SOC-SV-WL,U.S. Senate,,DEM,Michael Franken,102,26,76
Monona,Onawa Ward 1,U.S. Senate,,DEM,Michael Franken,52,21,31
Monona,Onawa Ward 2,U.S. Senate,,DEM,Michael Franken,78,34,44
Monona,Onawa Ward 3,U.S. Senate,,DEM,Michael Franken,92,36,56
Monona,Onawa Ward 4,U.S. Senate,,DEM,Michael Franken,54,19,35
Monona,SH-FR-BL-SX,U.S. Senate,,DEM,Michael Franken,79,37,42
Monona,SC-UT,U.S. Senate,,DEM,Michael Franken,52,5,47
Monona,AS-BV-CN-CS-KB-TU,U.S. Senate,,REP,Chuck Grassley,211,41,170
Monona,CP-MA-MT,U.S. Senate,,REP,Chuck Grassley,436,47,389
Monona,FV-GT-LK-LN-RO-WT-WF,U.S. Senate,,REP,Chuck Grassley,470,87,383
Monona,JO-MH-SO-SOC-SV-WL,U.S. Senate,,REP,Chuck Grassley,268,36,232
Monona,Onawa Ward 1,U.S. Senate,,REP,Chuck Grassley,131,22,109
Monona,Onawa Ward 2,U.S. Senate,,REP,Chuck Grassley,168,34,134
Monona,Onawa Ward 3,U.S. Senate,,REP,Chuck Grassley,173,24,149
Monona,Onawa Ward 4,U.S. Senate,,REP,Chuck Grassley,142,28,114
Monona,SH-FR-BL-SX,U.S. Senate,,REP,Chuck Grassley,226,41,185
Monona,SC-UT,U.S. Senate,,REP,Chuck Grassley,151,13,138
Monona,AS-BV-CN-CS-KB-TU,U.S. Senate,,,Write-in,1,1,0
Monona,CP-MA-MT,U.S. Senate,,,Write-in,5,0,5
Monona,FV-GT-LK-LN-RO-WT-WF,U.S. Senate,,,Write-in,1,0,1
Monona,JO-MH-SO-SOC-SV-WL,U.S. Senate,,,Write-in,1,0,1
Monona,Onawa Ward 1,U.S. Senate,,,Write-in,0,0,0
Monona,Onawa Ward 2,U.S. Senate,,,Write-in,0,0,0
Monona,Onawa Ward 3,U.S. Senate,,,Write-in,0,0,0
Monona,Onawa Ward 4,U.S. Senate,,,Write-in,1,0,1
Monona,SH-FR-BL-SX,U.S. Senate,,,Write-in,0,0,0
Monona,SC-UT,U.S. Senate,,,Write-in,0,0,0
Monona,AS-BV-CN-CS-KB-TU,U.S. House,4,DEM,Ryan Melton,73,40,33
Monona,CP-MA-MT,U.S. House,4,DEM,Ryan Melton,147,51,96
Monona,FV-GT-LK-LN-RO-WT-WF,U.S. House,4,DEM,Ryan Melton,121,43,78
Monona,JO-MH-SO-SOC-SV-WL,U.S. House,4,DEM,Ryan Melton,89,24,65
Monona,Onawa Ward 1,U.S. House,4,DEM,Ryan Melton,49,18,31
Monona,Onawa Ward 2,U.S. House,4,DEM,Ryan Melton,62,27,35
Monona,Onawa Ward 3,U.S. House,4,DEM,Ryan Melton,81,34,47
Monona,Onawa Ward 4,U.S. House,4,DEM,Ryan Melton,50,17,33
Monona,SH-FR-BL-SX,U.S. House,4,DEM,Ryan Melton,75,36,39
Monona,SC-UT,U.S. House,4,DEM,Ryan Melton,45,5,40
Monona,AS-BV-CN-CS-KB-TU,U.S. House,4,REP,Randy Feenstra,209,39,170
Monona,CP-MA-MT,U.S. House,4,REP,Randy Feenstra,426,45,381
Monona,FV-GT-LK-LN-RO-WT-WF,U.S. House,4,REP,Randy Feenstra,470,86,384
Monona,JO-MH-SO-SOC-SV-WL,U.S. House,4,REP,Randy Feenstra,260,36,224
Monona,Onawa Ward 1,U.S. House,4,REP,Randy Feenstra,129,25,104
Monona,Onawa Ward 2,U.S. House,4,REP,Randy Feenstra,179,39,140
Monona,Onawa Ward 3,U.S. House,4,REP,Randy Feenstra,174,23,151
Monona,Onawa Ward 4,U.S. House,4,REP,Randy Feenstra,142,27,115
Monona,SH-FR-BL-SX,U.S. House,4,REP,Randy Feenstra,221,39,182
Monona,SC-UT,U.S. House,4,REP,Randy Feenstra,154,12,142
Monona,AS-BV-CN-CS-KB-TU,U.S. House,4,LBC,Bryan Jack Holder,5,2,3
Monona,CP-MA-MT,U.S. House,4,LBC,Bryan Jack Holder,13,3,10
Monona,FV-GT-LK-LN-RO-WT-WF,U.S. House,4,LBC,Bryan Jack Holder,9,0,9
Monona,JO-MH-SO-SOC-SV-WL,U.S. House,4,LBC,Bryan Jack Holder,13,2,11
Monona,Onawa Ward 1,U.S. House,4,LBC,Bryan Jack Holder,5,0,5
