county,precinct,office,district,party,candidate,votes,absentee,election_day
Fremont,Farragut,U.S. Senate,,REP,Chuck Grassley,370,50,320
Fremont,Green/Riverside/Scott,U.S. Senate,,REP,Chuck Grassley,493,72,421
Fremont,Hamburg/Washington Twp,U.S. Senate,,REP,Chuck Grassley,325,52,273
Fremont,Riverton,U.S. Senate,,REP,Chuck Grassley,142,13,129
Fremont,Sidney,U.S. Senate,,REP,Chuck Grassley,531,151,380
Fremont,Farragut,U.S. Senate,,DEM,Michael Franken,148,52,96
Fremont,Green/Riverside/Scott,U.S. Senate,,DEM,Michael Franken,187,46,141
Fremont,Hamburg/Washington Twp,U.S. Senate,,DEM,Michael Franken,119,31,88
Fremont,Riverton,U.S. Senate,,DEM,Michael Franken,44,7,37
Fremont,Sidney,U.S. Senate,,DEM,Michael Franken,237,118,119
Fremont,Farragut,U.S. Senate,,,Write-in,2,0,2
Fremont,Green/Riverside/Scott,U.S. Senate,,,Write-in,0,0,0
Fremont,Hamburg/Washington Twp,U.S. Senate,,,Write-in,2,0,2
Fremont,Riverton,U.S. Senate,,,Write-in,0,0,0
Fremont,Sidney,U.S. Senate,,,Write-in,0,0,0
Fremont,Farragut,U.S. House,4,REP,Randy Feenstra,364,50,314
Fremont,Green/Riverside/Scott,U.S. House,4,REP,Randy Feenstra,476,67,409
Fremont,Hamburg/Washington Twp,U.S. House,4,REP,Randy Feenstra,305,50,255
Fremont,Riverton,U.S. House,4,REP,Randy Feenstra,134,12,122
Fremont,Sidney,U.S. House,4,REP,Randy Feenstra,501,145,356
Fremont,Farragut,U.S. House,4,DEM,Ryan Melton,135,44,91
Fremont,Green/Riverside/Scott,U.S. House,4,DEM,Ryan Melton,166,42,124
Fremont,Hamburg/Washington Twp,U.S. House,4,DEM,Ryan Melton,110,31,79
Fremont,Riverton,U.S. House,4,DEM,Ryan Melton,37,8,29
Fremont,Sidney,U.S. House,4,DEM,Ryan Melton,211,109,102
Fremont,Farragut,U.S. House,4,LBC,Bryan Jack Holder,10,2,8
Fremont,Green/Riverside/Scott,U.S. House,4,LBC,Bryan Jack Holder,25,3,22
Fremont,Hamburg/Washington Twp,U.S. House,4,LBC,Bryan Jack Holder,17,1,16
Fremont,Riverton,U.S. House,4,LBC,Bryan Jack Holder,8,0,8
Fremont,Sidney,U.S. House,4,LBC,Bryan Jack Holder,23,2,21
Fremont,Farragut,U.S. House,4,,Write-in,0,0,0
Fremont,Green/Riverside/Scott,U.S. House,4,,Write-in,1,1,0
Fremont,Hamburg/Washington Twp,U.S. House,4,,Write-in,0,0,0
Fremont,Riverton,U.S. House,4,,Write-in,2,0,2
Fremont,Sidney,U.S. House,4,,Write-in,0,0,0
Fremont,Farragut,Governor,,REP,Kim Reynolds and Adam Gregg,394,56,338
Fremont,Green/Riverside/Scott,Governor,,REP,Kim Reynolds and Adam Gregg,515,78,437
Fremont,Hamburg/Washington Twp,Governor,,REP,Kim Reynolds and Adam Gregg,357,55,302
Fremont,Riverton,Governor,,REP,Kim Reynolds and Adam Gregg,150,14,136
Fremont,Sidney,Governor,,REP,Kim Reynolds and Adam Gregg,571,170,401
Fremont,Farragut,Governor,,DEM,Deidre DeJear and Eric Van Lancker,122,42,80
Fremont,Green/Riverside/Scott,Governor,,DEM,Deidre DeJear and Eric Van Lancker,161,41,120
Fremont,Hamburg/Washington Twp,Governor,,DEM,Deidre DeJear and Eric Van Lancker,89,28,61
Fremont,Riverton,Governor,,DEM,Deidre DeJear and Eric Van Lancker,32,7,25
Fremont,Sidney,Governor,,DEM,Deidre DeJear and Eric Van Lancker,196,101,95
Fremont,Farragut,Governor,,LIB,Rick Stewart and Marco Battaglia,9,1,8
Fremont,Green/Riverside/Scott,Governor,,LIB,Rick Stewart and Marco Battaglia,12,1,11
Fremont,Hamburg/Washington Twp,Governor,,LIB,Rick Stewart and Marco Battaglia,7,0,7
Fremont,Riverton,Governor,,LIB,Rick Stewart and Marco Battaglia,7,0,7
Fremont,Sidney,Governor,,LIB,Rick Stewart and Marco Battaglia,11,4,7
Fremont,Farragut,Governor,,,Write-in,0,0,0
Fremont,Green/Riverside/Scott,Governor,,,Write-in,1,0,1
