county,precinct,office,district,party,candidate,absentee,polling,votes
Story,Ames 1-1,U.S. Senator,,Rep,Sam Clovis,,,21.0
Story,Ames 1-2,U.S. Senator,,Rep,Sam Clovis,,,6.0
Story,Ames 1-3,U.S. Senator,,Rep,Sam Clovis,,,11.0
Story,Ames 1-4,U.S. Senator,,Rep,Sam Clovis,,,10.0
Story,Ames 1-5,U.S. Senator,,Rep,Sam Clovis,,,32.0
Story,Ames 2-1,U.S. Senator,,Rep,Sam Clovis,,,10.0
Story,Ames 2-2,U.S. Senator,,Rep,Sam Clovis,,,18.0
Story,Ames 2-3,U.S. Senator,,Rep,Sam Clovis,,,28.0
Story,Ames 2-4,U.S. Senator,,Rep,Sam Clovis,,,20.0
Story,Ames 2-5,U.S. Senator,,Rep,Sam Clovis,,,22.0
Story,Ames 3-1,U.S. Senator,,Rep,Sam Clovis,,,23.0
Story,Ames 3-2,U.S. Senator,,Rep,Sam Clovis,,,5.0
Story,Ames 3-3,U.S. Senator,,Rep,Sam Clovis,,,13.0
Story,Ames 3-4,U.S. Senator,,Rep,Sam Clovis,,,19.0
Story,Ames 3-5,U.S. Senator,,Rep,Sam Clovis,,,13.0
Story,Ames 4-1,U.S. Senator,,Rep,Sam Clovis,,,1.0
Story,Ames 4-2,U.S. Senator,,Rep,Sam Clovis,,,0.0
Story,Ames 4-3,U.S. Senator,,Rep,Sam Clovis,,,0.0
Story,Ames 4-4,U.S. Senator,,Rep,Sam Clovis,,,7.0
Story,Ames 4-5,U.S. Senator,,Rep,Sam Clovis,,,15.0
Story,Collins Twp-Collins,U.S. Senator,,Rep,Sam Clovis,,,26.0
Story,Franklin Twp-Gilbert,U.S. Senator,,Rep,Sam Clovis,,,58.0
Story,Grant Township,U.S. Senator,,Rep,Sam Clovis,,,7.0
Story,Howard Twp-Roland,U.S. Senator,,Rep,Sam Clovis,,,29.0
Story,Huxley,U.S. Senator,,Rep,Sam Clovis,,,28.0
Story,Indian Creek Twp-Maxwell,U.S. Senator,,Rep,Sam Clovis,,,8.0
Story,Lafayette Township,U.S. Senator,,Rep,Sam Clovis,,,10.0
Story,Lincoln Twp-Zearing,U.S. Senator,,Rep,Sam Clovis,,,5.0
Story,Milford Township,U.S. Senator,,Rep,Sam Clovis,,,21.0
Story,Nevada 1,U.S. Senator,,Rep,Sam Clovis,,,8.0
Story,Nevada 2,U.S. Senator,,Rep,Sam Clovis,,,4.0
Story,Nevada 3,U.S. Senator,,Rep,Sam Clovis,,,10.0
Story,Nevada 4,U.S. Senator,,Rep,Sam Clovis,,,11.0
Story,Nevada Township,U.S. Senator,,Rep,Sam Clovis,,,2.0
Story,New Albany Twp-Colo,U.S. Senator,,Rep,Sam Clovis,,,12.0
Story,Palestine Township,U.S. Senator,,Rep,Sam Clovis,,,13.0
Story,Richland Township,U.S. Senator,,Rep,Sam Clovis,,,6.0
Story,Sherman Township,U.S. Senator,,Rep,Sam Clovis,,,5.0
Story,Slater-Sheldahl,U.S. Senator,,Rep,Sam Clovis,,,10.0
Story,Story City,U.S. Senator,,Rep,Sam Clovis,,,51.0
Story,Union Twp-Cambridge,U.S. Senator,,Rep,Sam Clovis,,,10.0
Story,Warren Twp-McCallsburg,U.S. Senator,,Rep,Sam Clovis,,,11.0
Story,Washington Twp-Kelley,U.S. Senator,,Rep,Sam Clovis,,,12.0
Story,,U.S. Senator,,Rep,Sam Clovis,,,671.0
Story,Ames 1-1,U.S. Senator,,Rep,Joni Ernst,,,24.0
